label_id,std_dev_intensity,label,relFCs,eyes_open,smile_score
70,26,anger,0.805928005,1,1
71,29,anger,0.872593064,0,0.12
72,19,anger,0.681161872,0,0.36
73,54,anger,0.822543216,0,0.99
74,44,anger,0.862352921,0,0.02
75,23,anger,0.866467172,1,0.55
76,22,anger,0.874374401,0,0.04
77,55,disgust,0.76624377,1,1
78,35,anger,0.897411096,1,1
79,21,anger,0.742289902,0,0.03
80,16,anger,0.779293101,1,1
81,33,anger,0.848628076,0,0.03
82,12,disgust,0.867154035,0,0.01
83,28,disgust,0.843555018,0,1
84,21,disgust,0.805387613,1,1
85,18,anger,0.537317759,0,0.1
86,21,anger,0.892477653,1,1
87,16,disgust,0.799255817,0,0
88,19,anger,0.781411829,0,0.06
89,23,anger,0.8613987,0,0.02
90,22,sad,0.818009899,1,1
91,60,anger,0.891852363,1,1
92,13,disgust,0.862172585,0,1
93,23,happy,0.87742575,0,0.04
94,28,disgust,0.801023984,0,0.01
95,50,anger,0.842635284,1,0.48
96,29,anger,0.882954872,0,0.14
97,19,anger,0.894458746,1,1
98,19,disgust,0.751610365,0,0.01
99,60,anger,0.600401675,0,0.05
100,55,anger,0.780668288,0,1
101,25,surprise,0.851782129,1,1
102,48,anger,0.823066849,0,1
103,25,surprise,0.79114552,1,1
104,23,anger,0.807010121,0,0.71
105,34,anger,0.780388469,1,1
106,50,anger,0.772597687,1,1
107,25,anger,0.859125609,1,1
108,42,anger,0.818026019,1,1
109,32,anger,0.695749286,0,1
110,50,anger,0.818912134,1,0.99
111,38,disgust,0.806325591,1,0.6
112,39,fear,0.840421516,0,1
113,30,anger,0.797481498,1,1
114,63,anger,0.763710927,1,1
115,25,disgust,0.896323925,0,0.01
116,30,surprise,0.887958922,0,0.07
117,55,anger,0.796661723,0,0.94
118,32,anger,0.799761273,1,1
119,30,anger,0.799318812,1,1
120,48,anger,0.795016555,0,0.08
121,49,neutral,0.785695823,0,0.07
122,25,anger,0.76956955,0,0.03
123,40,anger,0.842207111,1,0.98
124,32,anger,0.74485775,0,0.03
125,35,anger,0.824240305,0,0.03
126,54,anger,0.84230435,0,1
127,55,disgust,0.820102172,1,0.57
128,29,anger,0.839394531,0,1
129,48,anger,0.723386066,1,0.28
130,40,disgust,0.882620105,0,0.08
131,32,sad,0.673550174,0,0
132,35,anger,0.829883198,1,1
133,54,anger,0.856670923,1,1
134,40,anger,0.899501897,0,0.03
135,22,anger,0.729662893,0,0.03
136,40,anger,0.797468225,0,0
137,55,anger,0.800715841,1,1
138,50,anger,0.828959873,0,1
139,18,anger,0.665523514,0,0.03
140,32,anger,0.809992792,1,1
141,17,neutral,0.836413488,0,0.03
142,17,anger,0.843655977,0,0.01
143,25,anger,0.841318205,1,1
144,17,fear,0.869332304,1,1
145,14,anger,0.827654283,1,1
146,15,anger,0.823912034,0,0
147,15,neutral,0.794326516,1,1
148,12,sad,0.877082218,1,1
149,37,anger,0.811712509,0,0.25
150,18,disgust,0.819432833,0,0
151,21,anger,0.876587002,1,1
152,17,anger,0.882422108,0,0.05
153,25,contempt,0.766694642,0,0
154,23,sad,0.677720383,0,0.06
155,12,anger,0.784047731,0,1
156,28,anger,0.788557471,1,0.83
157,40,anger,0.834938384,0,0.07
158,55,fear,0.828086961,0,1
159,25,sad,0.869963866,0,0.01
160,35,anger,0.875690756,1,1
161,21,disgust,0.826129484,1,0.5
162,18,anger,0.809764896,0,0.99
163,21,fear,0.877865505,1,0.02
164,16,anger,0.846208353,0,0.02
165,19,anger,0.848029435,0,0.01
166,40,anger,0.688593064,0,0.03
167,32,contempt,0.815118391,1,1
168,22,anger,0.829983468,0,0.32
169,49,anger,0.817026264,1,1
170,28,anger,0.813052606,0,0.05
171,12,anger,0.807546511,1,1
172,20,anger,0.804635474,0,0.83
173,23,anger,0.706765221,0,0.06
174,22,anger,0.78094744,0,0.07
175,21,anger,0.84241309,0,0.01
176,35,contempt,0.80265545,0,1
177,54,anger,0.898186492,0,0
178,40,surprise,0.828993302,0,0.02
179,21,anger,0.768581126,0,0.04
180,12,neutral,0.865694441,0,1
181,60,anger,0.746213622,1,0.31
182,55,neutral,0.860600709,0,0.02
183,50,anger,0.805403863,1,0.36
184,60,anger,0.713531468,0,0.13
185,55,anger,0.812925439,0,0.16
186,45,disgust,0.805785967,0,0.07
187,35,fear,0.78677551,0,0.06
188,22,fear,0.864732671,1,0.39
189,13,contempt,0.72989958,1,1
190,23,fear,0.816406613,1,0.56
191,17,anger,0.755315384,1,1
192,28,anger,0.896452837,0,0.04
193,50,anger,0.837764129,0,0.07
194,25,anger,0.705865884,1,1
195,30,anger,0.870844281,1,1
196,31,anger,0.785233387,1,0.19
197,23,anger,0.779907357,1,1
198,29,anger,0.825771296,0,0
199,17,fear,0.884666635,1,1
200,32,neutral,0.758520747,1,1
201,42,sad,0.855409866,0,0.05
202,23,anger,0.744230918,1,1
203,19,disgust,0.783132384,1,0.08
204,15,fear,0.829092974,1,0.63
205,33,anger,0.756751777,1,0.71
206,48,anger,0.827273674,0,0.07
207,15,disgust,0.87096355,1,1
208,25,anger,0.812370647,1,0.94
209,22,anger,0.863661742,0,0.07
210,50,anger,0.647321683,0,0
211,35,disgust,0.895944654,0,1
212,19,disgust,0.843346117,0,0.07
213,60,anger,0.874814331,1,1
214,28,disgust,0.875294423,0,0.09
215,50,anger,0.772026177,0,0.06
216,29,sad,0.888962514,1,1
217,30,disgust,0.76191263,1,1
218,31,disgust,0.733611442,1,1
219,23,anger,0.844882122,1,0.68
220,29,anger,0.810283489,1,1
221,17,anger,0.775802974,0,0.01
222,32,contempt,0.83122211,1,1
223,42,neutral,0.733640282,0,0.08
224,23,anger,0.782046533,0,1
225,19,contempt,0.84302413,1,1
226,15,disgust,0.677946067,1,1
227,29,anger,0.847579519,0,0.09
228,48,neutral,0.846408435,1,0.17
229,15,anger,0.731706327,1,1
230,50,neutral,0.83119994,1,0.62
231,25,sad,0.870860169,1,1
232,55,anger,0.856344462,0,0.06
233,20,neutral,0.742360108,0,0.28
234,40,disgust,0.729165083,0,0.91
235,28,happy,0.785612554,0,0.01
236,32,disgust,0.737720599,0,0.03
237,17,contempt,0.767037761,0,0.01
238,17,anger,0.788830979,0,0.05
239,25,disgust,0.829247434,1,1
240,17,anger,0.73282006,1,1
241,19,sad,0.679722347,0,1
242,15,sad,0.791208497,0,0.01
243,32,disgust,0.868825421,0,0.2
244,12,anger,0.775840801,0,0.03
245,37,surprise,0.875912245,1,0.88
246,18,anger,0.79715133,0,0.04
247,21,anger,0.806849105,0,1
248,17,anger,0.819223196,0,0.07
249,25,anger,0.809650902,1,1
250,10,anger,0.815412844,0,1
251,12,anger,0.874784691,0,0.01
252,28,sad,0.844767795,1,1
253,40,anger,0.829093183,0,0.01
254,55,anger,0.731560097,0,0
255,25,anger,0.83660093,0,0.18
256,35,anger,0.836009201,1,1
257,21,anger,0.826971595,1,1
258,18,anger,0.836480655,0,0
259,21,fear,0.883194001,1,1
260,16,anger,0.658755399,0,0.09
261,19,sad,0.790634217,1,0.74
262,40,disgust,0.809305725,1,1
263,32,surprise,0.734734678,0,0.04
264,22,sad,0.792840658,1,1
265,49,sad,0.855917814,1,1
266,28,anger,0.783415164,1,1
267,12,disgust,0.795979206,1,0.41
268,20,anger,0.85696646,0,1
269,23,disgust,0.782633327,0,0.02
270,22,anger,0.82338042,1,1
271,21,anger,0.789970196,0,0.05
272,35,anger,0.82457875,0,1
273,54,anger,0.878456454,0,1
274,40,disgust,0.765374451,1,1
275,21,anger,0.817635665,1,1
276,12,disgust,0.801695648,0,0.04
277,60,anger,0.836090526,0,0.04
278,55,anger,0.705814151,1,0.45
279,50,neutral,0.810368742,1,1
280,60,contempt,0.733900157,1,1
281,55,surprise,0.714293546,0,0.28
282,45,anger,0.836802928,1,0.36
283,35,anger,0.866155155,1,1
284,22,neutral,0.854444992,0,0.1
285,13,anger,0.767241965,0,0.96
286,23,anger,0.777377684,0,0.03
287,17,anger,0.805759929,0,0.04
288,26,sad,0.845714153,1,1
289,50,fear,0.72171275,0,0.01
290,19,anger,0.698657277,0,0.2
291,30,anger,0.862250703,0,0.12
292,31,anger,0.858976309,0,0.07
293,23,anger,0.864604357,1,1
294,29,neutral,0.777065963,1,1
295,17,neutral,0.831969418,1,1
296,32,disgust,0.861492328,1,1
297,42,anger,0.868869775,0,1
298,23,disgust,0.874784298,0,0
299,25,surprise,0.776383525,0,0.02
300,35,surprise,0.896206148,0,0.25
301,29,contempt,0.800328164,0,0.01
302,30,disgust,0.858180855,0,0.2
303,35,anger,0.818174629,1,1
304,23,anger,0.888429617,1,1
305,23,sad,0.860594779,0,1
306,35,disgust,0.793025871,0,0.4
307,32,anger,0.876939755,1,1
308,42,anger,0.857363615,0,0
309,23,anger,0.895341501,1,0.32
310,19,anger,0.878574047,0,0.05
311,25,fear,0.853813825,1,1
312,20,anger,0.810360132,0,0.04
313,48,anger,0.761173775,0,0.07
314,15,anger,0.848653093,1,1
315,50,anger,0.870040172,0,1
316,25,anger,0.783945436,0,1
317,30,anger,0.846044089,0,0
318,10,disgust,0.753704007,0,0.94
319,40,anger,0.720702546,0,0.07
320,50,neutral,0.845514684,1,0.58
321,21,surprise,0.861802011,0,0.03
322,18,anger,0.810564515,0,0.05
323,21,anger,0.884474794,0,0.02
324,16,anger,0.772646193,1,0.04
325,19,contempt,0.772416672,0,0.01
326,22,sad,0.738967554,1,1
327,49,anger,0.845796027,1,1
328,28,anger,0.881703855,1,1
329,20,anger,0.82027146,0,0.14
330,23,anger,0.740399951,0,0
331,22,neutral,0.746059315,0,0
332,21,happy,0.721998102,0,0.92
333,21,fear,0.862155408,1,1
334,12,anger,0.862300105,0,0.03
335,60,anger,0.800389791,1,1
336,55,anger,0.795264832,1,0.75
337,45,disgust,0.833233302,1,1
338,35,anger,0.764543403,0,0.03
339,22,anger,0.8016939,0,0.02
340,23,anger,0.694094615,1,1
341,25,anger,0.638239882,0,0.01
342,30,disgust,0.871365197,0,0.55
343,23,anger,0.782342637,1,1
344,32,neutral,0.83104546,0,0.05
345,42,anger,0.810677224,0,0.06
346,23,anger,0.813104983,0,0.02
347,15,anger,0.879369573,0,1
348,15,anger,0.736898009,0,0.07
349,25,neutral,0.827923101,0,0.03
350,22,anger,0.796505641,0,0
351,35,anger,0.789761857,1,1
352,19,sad,0.869515547,0,0.01
353,60,anger,0.799080065,1,1
354,23,anger,0.81559327,0,0
355,32,anger,0.883160138,1,1
356,42,disgust,0.782473937,0,0.05
357,23,fear,0.791477238,1,1
358,15,disgust,0.86569894,0,0.01
359,15,anger,0.840707097,0,0.33
360,15,anger,0.795498461,1,0.24
361,12,anger,0.896420634,1,1
362,29,anger,0.849058976,0,0.07
363,31,anger,0.771508096,0,1
364,29,surprise,0.724638722,1,1
365,17,anger,0.863838694,0,1
366,19,anger,0.838354816,1,1
367,20,anger,0.873203035,1,1
368,32,disgust,0.789785421,0,0.24
369,26,disgust,0.832338429,0,0.04
370,29,anger,0.825673405,1,1
371,19,neutral,0.85906096,1,1
372,54,fear,0.868227196,1,1
373,44,anger,0.740068999,0,0.05
374,23,anger,0.801008962,1,1
375,22,disgust,0.835235021,0,0.02
376,55,sad,0.845337321,0,1
377,35,anger,0.805077724,1,1
378,21,sad,0.794826743,0,1
379,16,neutral,0.878266482,0,0.01
380,33,surprise,0.758342219,0,1
381,12,anger,0.85843194,0,0.03
382,28,disgust,0.778610274,0,1
383,21,fear,0.870500587,0,0.05
384,18,anger,0.836401729,0,0.02
385,21,anger,0.754249528,1,1
386,16,anger,0.838633706,0,0.03
387,19,anger,0.758512955,0,0.65
388,23,anger,0.880411986,1,1
389,22,anger,0.705815624,1,0.44
390,60,disgust,0.629253216,1,1
391,13,anger,0.858563966,0,0
392,23,contempt,0.866755515,0,0
393,28,sad,0.701392338,0,0.07
394,50,disgust,0.783043851,0,0
395,29,neutral,0.852166633,0,0.06
396,19,anger,0.839663362,0,0.01
397,19,anger,0.874924843,0,0.04
398,60,anger,0.795928815,0,1
399,55,anger,0.889806564,0,1
400,25,neutral,0.888197742,1,1
401,48,disgust,0.818102483,0,0.07
402,25,disgust,0.826327559,0,0.17
403,23,disgust,0.823074274,0,0.95
404,34,anger,0.7835075,0,1
405,50,anger,0.816074399,1,0.14
406,25,anger,0.877541841,1,1
407,42,anger,0.779591399,0,1
408,32,neutral,0.861951261,0,0.01
409,50,anger,0.739080691,0,0.56
410,38,anger,0.877261653,1,1
411,39,surprise,0.70625232,0,0.02
412,30,disgust,0.749294859,1,1
413,63,anger,0.840408207,1,1
414,25,fear,0.728613066,0,0.05
415,30,anger,0.834979417,0,0.89
416,55,anger,0.858837082,0,1
417,32,neutral,0.859693548,0,0.04
418,30,sad,0.829268402,0,0.04
419,48,anger,0.759855325,0,0.04
420,49,anger,0.827886503,1,1
421,25,anger,0.841222202,0,0.01
422,40,anger,0.758220364,0,0.02
423,32,anger,0.887191415,0,0.09
424,35,neutral,0.844720632,0,0.08
425,54,contempt,0.790028511,1,1
426,55,anger,0.815212174,0,1
427,29,anger,0.852149856,1,0.45
428,48,anger,0.830586809,1,0.01
429,40,anger,0.875527603,0,0.04
430,32,sad,0.880594236,1,0.56
431,35,anger,0.813145801,0,1
432,54,anger,0.755687453,0,0.25
433,40,anger,0.818165698,1,1
434,22,anger,0.70931221,0,1
435,40,neutral,0.799260299,1,1
436,55,sad,0.888806305,1,1
437,50,fear,0.752028988,0,0.13
438,18,sad,0.832737085,1,1
439,32,anger,0.890422796,1,1
440,17,contempt,0.847081276,0,0.04
441,17,anger,0.78473516,1,1
442,25,anger,0.882221827,0,0.02
443,17,neutral,0.812614081,0,0
444,14,anger,0.89240895,1,0.57
445,15,anger,0.786204987,1,1
446,15,fear,0.835653473,0,0.78
447,12,sad,0.797977844,0,0.27
448,37,anger,0.826628954,0,0.03
449,18,disgust,0.65455262,1,1
450,21,contempt,0.815423457,0,0.98
451,17,anger,0.870621345,0,0.95
452,25,anger,0.783677505,0,0.07
453,23,anger,0.878906299,0,0.06
454,12,sad,0.806157909,0,0.06
455,28,anger,0.793542482,1,0.94
456,40,fear,0.788051359,0,0.05
457,55,disgust,0.848207759,1,1
458,25,anger,0.861126441,0,0.03
459,35,disgust,0.87045325,0,0.05
460,21,neutral,0.881642878,0,0.01
461,18,anger,0.829661241,1,1
462,21,anger,0.859366543,0,0.23
463,16,anger,0.802719368,1,1
464,19,anger,0.85265554,1,1
465,40,anger,0.70010935,0,0.06
466,32,anger,0.837766854,1,1
467,22,anger,0.762480253,0,0.01
468,49,anger,0.791484352,0,1
469,28,disgust,0.86330692,1,0.89
470,12,anger,0.804600174,0,0.02
471,20,anger,0.817474035,0,0.15
472,23,anger,0.864032833,0,0
473,22,disgust,0.696123214,1,1
474,21,anger,0.819133332,0,0.08
475,35,anger,0.892929096,1,0.76
476,54,anger,0.807137378,1,1
477,40,anger,0.695068547,0,0.02
478,21,anger,0.876485554,0,1
479,12,disgust,0.827963308,1,1
480,60,anger,0.821246745,0,0
481,55,surprise,0.83524172,0,0.07
482,50,anger,0.66407641,0,0.02
483,60,anger,0.789187301,1,1
484,55,anger,0.872358332,0,0.01
485,45,anger,0.879114215,1,1
486,35,anger,0.717140479,1,1
487,22,happy,0.728166357,0,0.02
488,13,disgust,0.883654636,0,0
489,23,anger,0.82385073,0,0.88
490,17,anger,0.899319138,0,0.03
491,28,anger,0.808149125,0,0.99
492,50,anger,0.862161118,0,0.92
493,25,disgust,0.847989709,0,0.01
494,30,sad,0.872926388,1,1
495,31,fear,0.83318977,0,0.08
496,23,anger,0.807864372,0,1
497,29,anger,0.842046711,1,0.63
498,17,anger,0.775496717,1,1
499,32,anger,0.661427202,1,1
500,42,anger,0.727553299,1,1
501,23,anger,0.747244429,1,1
502,19,anger,0.863952958,0,0.08
503,15,neutral,0.843550521,1,1
504,33,disgust,0.850077326,0,0.8
505,48,disgust,0.863598258,0,0
506,15,disgust,0.812032061,1,0.48
507,25,disgust,0.824028582,0,1
508,22,anger,0.853197331,0,1
509,50,anger,0.825722397,0,0
510,35,anger,0.802024333,1,0.67
511,19,anger,0.874525185,1,1
512,60,neutral,0.813945075,1,1
513,28,anger,0.817198629,1,1
514,50,fear,0.816426314,1,1
515,29,anger,0.84168028,0,0.11
516,30,anger,0.861993509,0,0.05
517,31,anger,0.859824618,0,0.07
518,23,anger,0.829700164,1,1
519,29,fear,0.852430207,1,1
520,17,anger,0.838955192,0,0.07
521,32,disgust,0.77598633,1,1
522,42,anger,0.792153024,0,0.05
523,23,anger,0.821235904,1,1
524,19,anger,0.82966056,0,0.99
525,15,anger,0.885985148,1,0.25
526,29,anger,0.652066759,0,0.05
527,48,anger,0.865184425,0,0.01
528,15,anger,0.844979744,0,0
529,50,anger,0.802228471,0,0.05
530,25,anger,0.850473244,0,0.01
531,55,anger,0.805200278,0,0
532,20,anger,0.879306562,0,0.04
533,40,anger,0.866920368,0,0.01
534,28,neutral,0.899633096,0,0.05
535,32,anger,0.898459153,1,0.43
536,17,neutral,0.781229457,0,0.23
537,17,disgust,0.792381709,1,0.83
538,25,anger,0.84131036,0,0.24
539,17,anger,0.717449477,1,1
540,19,anger,0.875617009,0,0.02
541,15,anger,0.863750006,0,0.07
542,32,anger,0.874543887,0,1
543,12,disgust,0.83321073,0,0.04
544,37,anger,0.773706194,1,1
545,18,fear,0.73240445,1,1
546,21,disgust,0.73250089,1,1
547,17,anger,0.850508758,0,0.01
548,25,anger,0.8151475,0,0.95
549,10,anger,0.79013566,0,0.06
550,12,disgust,0.835196086,1,1
551,28,disgust,0.874664707,0,1
552,40,disgust,0.800896387,1,1
553,55,anger,0.845900468,0,0.04
554,25,anger,0.721568253,0,1
555,35,neutral,0.7828028,0,1
556,21,anger,0.70968129,0,0.05
557,18,neutral,0.857144155,0,0.03
558,21,anger,0.828612301,0,0.03
559,16,disgust,0.791889879,0,0.06
560,19,anger,0.88497178,0,0.97
561,40,anger,0.743361756,0,0.06
562,32,anger,0.876454716,1,0.73
563,22,anger,0.79721976,1,1
564,49,anger,0.832071014,0,0.01
565,28,anger,0.85150132,0,0.07
566,12,anger,0.894751539,1,1
567,20,anger,0.88875752,0,1
568,23,anger,0.80157846,0,0.02
569,22,anger,0.791783371,1,1
570,21,anger,0.881021468,0,1
571,35,fear,0.790132947,0,0.01
572,54,anger,0.836932295,0,0.05
573,40,anger,0.819188935,0,0.07
574,21,anger,0.794713653,1,0.98
575,12,anger,0.860524334,0,1
576,60,anger,0.838455385,0,0.71
577,55,disgust,0.795625487,0,0.07
578,50,anger,0.812459867,1,1
579,60,contempt,0.819872192,0,1
580,55,contempt,0.842031776,1,1
581,45,anger,0.858789896,1,0.27
582,35,anger,0.851206926,0,0.08
583,22,surprise,0.718772897,0,0.88
584,13,anger,0.89951071,1,0.09
585,23,anger,0.85901125,1,0.01
586,17,neutral,0.874896989,0,1
587,26,anger,0.842569516,1,1
588,50,anger,0.875480287,1,1
589,19,anger,0.706672985,0,0.05
590,30,anger,0.558145153,1,1
591,31,neutral,0.823524683,0,0.01
592,23,anger,0.875327704,0,0.07
593,29,anger,0.859666846,0,0.15
594,17,anger,0.83426966,1,0.33
595,32,anger,0.842145946,0,0.02
596,42,anger,0.834326161,0,0.04
597,23,contempt,0.770314305,0,0.09
598,25,anger,0.712762597,0,1
599,35,anger,0.769147542,0,0.07
600,29,disgust,0.793174423,0,0
601,30,anger,0.861070022,1,1
602,35,anger,0.800830282,0,0.07
603,23,anger,0.870706011,0,1
604,23,neutral,0.764305364,1,1
605,35,contempt,0.790725958,0,0.01
606,32,anger,0.799345946,0,0.07
607,42,contempt,0.829125962,1,1
608,23,anger,0.871371233,1,1
609,19,neutral,0.849247171,0,0.05
610,25,sad,0.774078762,1,1
611,20,disgust,0.81395701,0,0
612,48,contempt,0.872927492,1,1
613,15,anger,0.811517574,1,0.44
614,50,neutral,0.847426522,1,1
615,25,disgust,0.792123458,0,0.02
616,30,anger,0.80111302,0,0.02
617,10,anger,0.746940506,1,1
618,40,anger,0.833575361,1,0.71
619,50,disgust,0.867431189,1,1
620,21,anger,0.726165721,1,1
621,18,fear,0.88035957,0,0
622,21,sad,0.777406016,0,0
623,16,anger,0.832009823,1,1
624,19,anger,0.690559702,0,0.04
625,22,neutral,0.814453516,0,0.09
626,49,sad,0.849913611,0,0.02
627,28,anger,0.871517502,0,0.04
628,20,anger,0.789109803,1,1
629,23,anger,0.876269805,0,0.06
630,22,anger,0.848851984,0,0
631,21,anger,0.805779569,0,0
632,21,anger,0.659202246,0,0
633,12,anger,0.849287379,1,1
634,60,anger,0.768158349,0,0.02
635,55,anger,0.786527995,1,0.24
636,45,anger,0.814495982,1,1
637,35,anger,0.824464019,1,1
638,22,anger,0.799257886,0,0.04
639,23,sad,0.715267497,1,1
640,25,anger,0.748513041,0,0.01
641,30,disgust,0.740957411,1,1
642,23,anger,0.781562884,1,1
643,32,disgust,0.838845325,0,0.01
644,42,anger,0.852360125,0,0
645,23,anger,0.831456599,0,0.06
646,15,anger,0.828950469,0,0
647,15,anger,0.850305695,0,0.02
648,25,anger,0.825078822,0,0.02
649,22,happy,0.769580502,1,1
650,35,anger,0.849835559,0,0
651,19,disgust,0.895126851,1,1
652,60,disgust,0.83715685,0,1
653,23,anger,0.829305438,0,1
654,32,anger,0.866556069,0,0.94
655,42,anger,0.730058522,1,1
656,23,anger,0.759471369,1,1
657,15,anger,0.822395552,1,0.88
658,15,contempt,0.834792191,1,0.94
659,15,disgust,0.838255973,0,0.04
660,12,anger,0.815125288,1,0.99
661,29,surprise,0.800978512,0,0
662,31,anger,0.839863173,0,0.03
663,29,anger,0.749054412,1,1
664,17,neutral,0.767120088,1,1
665,19,anger,0.793336943,0,0.06
666,20,anger,0.840127252,0,0.35
667,32,anger,0.870960618,0,0.07
668,26,anger,0.71703788,1,0.28
669,29,anger,0.677677703,0,0.77
670,19,happy,0.873617697,1,1
671,54,sad,0.776696143,0,0.05
672,44,disgust,0.756221016,0,0.25
673,23,anger,0.797785117,0,0.06
674,22,anger,0.81896105,1,1
675,55,anger,0.795070261,1,1
676,35,anger,0.870456463,0,1
677,21,anger,0.850403443,1,0.72
678,16,anger,0.807265156,0,0.55
679,33,happy,0.862007103,0,0.07
680,12,anger,0.850828705,0,1
681,28,anger,0.869841036,0,0.96
682,21,surprise,0.878344006,1,1
683,18,anger,0.835483913,1,1
684,21,disgust,0.664640764,0,0.01
685,16,anger,0.789580134,0,1
686,19,anger,0.762305716,0,0.06
687,23,neutral,0.857235507,0,0.02
688,22,anger,0.857798004,0,0.05
689,60,anger,0.854507973,0,1
690,13,anger,0.709412189,0,0.01
691,23,anger,0.771898371,1,1
692,28,anger,0.83431626,0,0.07
693,50,anger,0.844618841,0,0.05
694,29,anger,0.657383012,1,1
695,19,anger,0.822943926,0,0
696,19,neutral,0.817116115,0,0.01
697,60,fear,0.78313243,1,1
698,55,anger,0.695414903,1,0.99
699,25,anger,0.831046501,1,1
700,48,neutral,0.857769063,1,1
701,25,disgust,0.866564087,0,1
702,23,surprise,0.733653272,0,0.01
703,34,anger,0.772044437,0,0.02
704,50,anger,0.834028433,1,0.08
705,25,anger,0.76258435,0,0.26
706,42,anger,0.860161663,0,0
707,32,disgust,0.868056938,0,1
708,50,anger,0.827701652,0,0.06
709,38,anger,0.790365575,0,0
710,39,anger,0.812673607,0,0.11
711,30,anger,0.771078299,0,1
712,63,anger,0.852012822,0,0.08
713,25,anger,0.847070071,0,0.01
714,30,anger,0.831467465,1,1
715,55,anger,0.884561257,0,0.15
716,32,anger,0.763951371,0,0.96
717,30,anger,0.804993104,1,1
718,48,anger,0.835382264,0,0.08
719,49,anger,0.873197108,0,0.11
720,25,disgust,0.869650889,1,0.69
721,40,anger,0.661399404,0,0.77
722,32,anger,0.853833406,0,1
723,35,anger,0.779186798,1,0.67
724,54,sad,0.74145735,0,0.07
725,55,surprise,0.804506443,0,0.02
726,29,anger,0.807664,1,1
727,48,anger,0.837450604,0,1
728,40,neutral,0.761208608,1,1
729,32,anger,0.844290532,1,1
730,35,anger,0.884475282,0,0.67
731,54,anger,0.84071753,1,1
732,40,sad,0.87285613,0,0.01
733,22,disgust,0.860109056,0,0.08
734,40,disgust,0.742958372,1,1
735,55,disgust,0.824574056,1,0.64
736,50,anger,0.869546097,1,1
737,18,fear,0.784373617,0,0.38
738,32,anger,0.78026182,0,0.04
739,17,anger,0.803280398,1,0.03
740,17,anger,0.849414731,0,0.46
741,25,anger,0.76151617,0,0
742,17,sad,0.850584162,0,0.06
743,14,anger,0.820249875,1,0.28
744,15,disgust,0.844966494,0,0.03
745,15,anger,0.858608484,1,1
746,12,anger,0.849581331,1,1
747,37,anger,0.837652158,1,0.65
748,18,anger,0.675810595,0,0.26
749,21,anger,0.783341837,1,1
750,17,anger,0.764262559,0,0.02
751,25,neutral,0.658641202,0,0.01
752,23,neutral,0.662529776,0,1
753,12,anger,0.787031694,0,0.05
754,28,neutral,0.827575364,0,0.07
755,40,anger,0.755519986,1,1
756,55,neutral,0.783488436,0,0.02
757,25,neutral,0.843358703,0,0.06
758,35,anger,0.845550381,0,0.11
